,ID,Name,Team,GP,Minute,Points,FGM,FGA,FG_P,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,BIO
0,1,Luka Doncic,DAL,34,36.9,34.2,11.6,22.7,51.1,3.0,8.2,36.7,8.0,10.9,73.5,1.0,7.7,8.7,8.9,1.7,0.6,3.6,36.6,"PROFESSIONAL CAREER
Luka Dončić (LOO-kuh DON-chitch) has put up historic numbers through first two NBA seasons, producing one of the best starts to a career the league has ever seen. He turned just 21 years old on Feb. 28, 2020, and finished with the second-highest scoring average (24.2 ppg) by a player before his 21st birthday in league history (LeBron James, 25.0 ppg). He also produced 21 of his franchise-record 25 triple-doubles before his 21st birthday, by far the most by a player before turning 21 in league history.
Dončić (6-7, 230) was originally selected by Atlanta with the third overall pick in the 2018 NBA Draft, before having his draft rights traded to Dallas in exchange for the draft rights to the fifth overall pick Trae Young and a future first-round selection. He holds career averages of 24.7 points, 8.5 rebounds, 7.3 assists, 1.1 steals and 32.8 minutes per game in 133 games (all starts) with the Mavericks.
After an outstanding first season that saw him earn Kia Rookie of the Year honors in 2018-19, Dončić garnered All-NBA First Team accolades as a 21-year-old in 2019-20. He became the first player to earn All-NBA First Team honors in either his first or second season since Tim Duncan in 1998-99. He also became the sixth player in league history to be named All-NBA First Team at age 21-or-younger (James, Max Zaslofsky, Kevin Durant, Duncan, Rick Barry). Dončić joined the great Dirk Nowitzki (2004-05, 2005-06, 2006-07, 2008-09) as the only Mavericks to be tabbed All-NBA First Team.
The Slovenian (20 years, 353 days) became the youngest European-born player to start an All-Star Game when suited up for Team LeBron at All-Star 2020 in Chicago. He also took home Western Conference Player of the Month (November 2019) and Player of the Week (Nov. 18 through Nov. 24, 2019) honors in 2019-20.
Dončić finished fourth in voting for the Kia Most Valuable Player Award and third in voting for the Kia NBA Most Improved Player Award in 2019-20. At 21 years, 168 days old on the final day of the 2019-20 regular season, he became the youngest player in NBA history to lead the league outright in triple-doubles (17).
BEFORE NBA
Before being taken with the third pick in the draft, Dončić led Spain’s Real Madrid to the 2018 EuroLeague title while becoming the youngest player ever to earn EuroLeague and EuroLeague Final Four MVP honors. He has also competed for the Slovenian national team and helped the squad to a gold-medal finish at EuroBasket 2017.
PERSONAL LIFE
A native of Ljubljana, Slovenia, Dončić began his basketball career as a youth player for Olimpija at age 8. He signed a five-year contract with Real Madrid at age 13."
1,2,Joel Embiid,PHI,27,35.4,33.2,11.1,21.0,52.8,1.0,3.1,32.9,9.9,11.7,84.8,1.8,8.0,9.8,4.6,1.2,1.7,3.9,34.9,"PROFESSIONAL CAREER
Holds career averages of 16.4 points (.554% FG, .583% FT), 8.5 rebounds, 7.5 assists and 34.0 minutes in 160 games (160 starts) over 2 NBA seasons with Philadelphia.
BEFORE NBA
KANSAS (2013-14) Was an early entry candidate for the 2014 NBA Draft following his freshman season at Kansas…Averaged 11.2 points, 8.1 rebounds, 1.4 assists, 2.6 blocks and 0.9 steals while shooting 62.6 percent from the floor and 68.5 percent from the line… Set school freshman records for blocks (72), field goal percentage (.626) and rebounding (8.1 rebounds per game) Named Big 12 Defensive Player of the Year…Missed the final six games, including the Big 12 Championship and NCAA Tournament, with a lower back strain…Recorded at least one block in 26 of his 28 games played, including a season-high 8 blocks against Oklahoma State…Had eight double-doubles, including seven over his final 17 games played.
PERSONAL LIFE
Native of Cameroon…Son of Thomas and Christine Embiid…Has a younger sister, Muriel…Grew up playing mostly volleyball and soccer…According to reports, Luc Richard Mbah a Moute spotted him at a camp in Cameroon in 2011 and influenced his decision to come play high school basketball in the United States… Played his senior year at The Rock School in Gainesville, Florida., averaging 13.0 points, 9.7 rebounds and 1.9 blocks…Played in both the Jordan Brand Classic and Nike Hoops Summit."
2,3,Giannis Antetokounmpo,MIL,30,33.7,32.1,11.5,21.5,53.3,0.8,3.0,25.3,8.4,13.0,64.5,2.3,9.6,11.8,5.2,0.9,0.9,3.8,32.4,"PROFESSIONAL CAREER
2018-19 NBA MVP 3-time NBA All-Star Game starter (2017, 2018, 2019); captain of Team Giannis in 2019 NBA All-Star Game 3-time All-NBA (2019 1st Team; 2017, 2018 2nd Team); 2-time NBA All-Defensive Team (2019 1st Team, 2017 2nd Team); NBA’s Most Improved Player (2017) Bucks all-time leader in triple-doubles (14) 5-time Eastern Conference Player of the Month (March ’17, Oct./Nov. ’18, Dec. ’18, Feb. ’19, March/April ’19); 9-time Eastern Conference Player of the Week winner - Participated in the BBVA Rising Stars Challenge and Sprite Slam Dunk Contest during 2015 All-Star Weekend in New York, and the 2014 Rising Stars Challenge and the Taco Bell Skills Challenge during 2014 All-Star Weekend in New Orleans Named to the 2013-14 NBA All-Rookie Second Team
BEFORE NBA
2018-19 SEASON: In his MVP-winning season, played in 72 games (all starts) and averaged career-highs in points (27.7, 3rd in NBA), rebounds (12.5, 6th in NBA) and assists (5.9) per game while setting the franchise record with a 57.8 FG% (11th in the NBA) ... became the 9th player in NBA history to average 25/10/5 in a season ... his 27.7 ppg rank 6th in Bucks history and his 12.5 rebounds per game 8th ... scored a career-high 52 points with 16 rebounds and 7 assists vs. PHI on 3/17 ... had 33 points (12-19 FG), 16 rebounds and 9 assists at MIA on 3/15 ... scored 43 points (15-26 FG, 2-3 3FG) with 14 rebounds and 8 assists at UTA on 3/2 ... had his 5th triple-double of the season at IND on 2/13, scoring 35 points with 19 rebounds and 11 assists ... scored 43 points (17-21 FG, 3-3 3FG) vs. WAS on 2/6 ... scored 39 points, (10-20 FG, 17-17 FT) with 10 rebounds at WAS on 2/2 ... scored 31 points (10-20 FG) with 15 rebounds on 1/21 vs. DAL ... had his 4th triple-double of the season vs. MIA on 1/15, scoring 12 points with 10 rebounds and 10 assists in 25 minutes ... hauled in a career-high 21 rebounds and scored 27 points at HOU on 1/9 ... scored 43 points and had 18 rebounds vs. TOR on 1/5 ... tallied his 3rd triple-double of the season vs. BKN on 12/29, scoring 31 points with 10 rebounds and 10 assists ... had 31 points, 14 rebounds, 8 assists and 4 blocks vs. NYK on 12/27 ... scored 44 points (14-19 FG) with 14 rebounds and 8 assists at CLE on 12/14 ... tallied 33 points with 19 rebounds at NYK on 12/1 ... scored 36 points (14-21 FG) with 11 rebounds on 11/28 vs. CHI ... had 34 points (9-16 FG, 16-20 FT) with 18 rebounds and 8 assists vs. SAS on 11/24 ... scored 35 points (14-16 FG) with 10 rebounds vs. PHX on 11/23 ... recorded his 2nd triple-double of the season on 11/4 vs. SAC, scoring 26 points (8-11 FG) with 15 rebounds and 11 assists ... tallied a triple-double with 32 points, 18 rebounds and 10 assists, 3 blocks and 2 steals on 10/24 vs. PHI ... scored 31 points and had 15 rebounds vs. NYK on 10/24 ... scored in double figures 69 times ... had 20+ points in 58 games ... scored 30+ points 29 times ... scored 40+ points 5 times ... scored 50+ points 1 time ... had 10+ rebounds in 50 games ... had 20+ rebounds in 1 game ... dished out 10+ assists 7 times ... tallied 53 double-doubles ... had 5 triple-doubles ... missed 1 game (1/11) with right quad soreness/left hip contusion ... missed 1 game (12/10) with neck soreness ... missed 1 game (10/29) due to being placed in the concussion protocol ... missed 2 games (2/9, 2/25) with right kne soreness ... missed 3 games (3/19-3/20, 3/31) with a right ankle sprain ... missed 2 games (4/6, 4/10) with calf soreness. 2017-18 SEASON: Set then-career-highs in points (26.9, T-4th in the NBA) and rebounds per game (10.0, 11th in the NBA) in addition to 4.8 assists, 1.5 steals and 1.4 blocks per game, while shooting 52.9% from the field ... appeared in 75 games (all starts) and tied for 2nd in the NBA with 36.7 minutes per game ... hauled in 16 rebounds and scored 27 points at LAL on 3/30 ... scored 37 points with 11 rebounds and 5 assists at CLE on 3/19 ... tallied 33 points with 12 rebounds and 7 assists vs. ATL on 3/17 ... scored 38 points (16-29 FG) with 10 rebounds and 7 assists at ORL on 3/14 ... had 35 points with 9 rebounds and 7 assists vs. PHI on 3/4 ... scored 23 points with 13 rebounds and a season-high 6 blocks vs. WAS on 2/27 ... recorded his 1st triple-double of the season on 2/15 vs. DEN, scoring 36 points with a season-high 13 assists and 11 rebounds ... had 31 points with 18 rebounds vs. PHI on 1/29 ... scored 41 points (14-20 FG) with 13 rebounds and 7 assists vs. BKN on 1/26 ... hauled in a career-high 20 rebounds with 27 points at WAS on 1/15 for the first 20/20 game of his career ... scored 34 points with 12 rebounds and 7 assists at WAS at 1/6 ... had 37 points with 13 rebounds and 7 assists vs. UTA on 12/9 ... scored 40 points (14-24 FG) with 9 rebounds at BOS on 12/4 ... scored 33 points with a season-high 17 free throws on a career-high 22 free-throw attempts vs. SAC on 12/2 ... had 32 points (11-16 FG) with a career-high-tying 5 steals at SAC on 11/28 ... scored 40 points (16-21 FG) with 9 rebounds at CLE on 11/7... tallied a career-high 44 points on 17-of-23 shooting vs. POR on 10/21 ... scored 37 points, tied for the 2nd-most in an opener in Bucks history, on 10/18 at BOS ... scored in double figures every game ... scored 20+ points in 64 games ... scored 30+ points 24 times ... had 4 40-point games ... hauled in 10+ rebounds in 42 games ... recorded 20+ rebounds once ... dished out 10+ assists once ... had 42 double-doubles ... had 1 triple-double ... missed 4 games (11/22, 12/23, 1/20-1/22) with right knee soreness ... missed 1 game (3/23) with a right ankle sprain ... missed 2 games (4/7-4/9) with right ankle soreness. 2016-17 SEASON: Appeared in 80 games (all starts) and averaged then-career highs in minutes (35.6), points (22.9), rebounds (8.8) and field goal percentage (.522), and career-highs in assists (5.4), blocks (1.9) steals (1.6) ... became first player in NBA history to rank in the top 20 of the NBA in total points, rebounds, assists, block and steals ... became 1 of 5 players in NBA history to lead his team in points, rebounds, assists, blocks and steals per game ... moved into a tie with Kareem Abdul-Jabbar for first place on the Bucks’ all-time list for career triple-doubles when he recorded his 3rd triple-double of the season, and the 8th of his career, with 10 points, 11 rebounds and 10 assists vs. CHA on 4/10 ... had 31 points, a season- high-tying 15 rebounds and 9 assists vs. DAL on 4/2 ... had 33 points, 12 rebounds and a career-high-tying 5 steals vs. UTA on 2/24 ... scored a then-career-high 41 points on 2/10 vs. LAL, becoming the first Buck to have 40 points in a game since Brandon Jennings (55 vs. GSW on 11/14/09) ... netted a then-career-high 18 free throws (on a career-high-tying 21 attempts) vs. LAL on 2/11 ... hit the game-winning shot at the buzzer at NYK on 1/4, finishing with 27 points and 13 rebounds ... tallied 35 points, 9 rebounds, 7 assists and a career-high 7 blocks at CHI on 12/31 ... recorded his 2nd triple-double of the season with 15 points, 12 rebounds and a season-high-tying 11 assists vs. POR on 12/7 ... scored 34 points with 12 rebounds and a career-high-tying 5 steals vs. CLE on 11/29 ... posted 29 points and a season-high-tying 11 assists on 11/25 vs. TOR ... recorded a triple-double with 21 points, 10 rebounds, 10 assists, 5 assists and 3 blocks vs. ORL on 11/21 ... scored 31 points in the first game of the season vs. CHA, which was tied for the 5th-most points in franchise history in a home opener ... had 54 20+ point games ... tallied 18 30+ point games ... had 1 40+ point game ... scored in double figures 73 times ... had 28 10+ rebound games ... had 6 10+ assist games ... recorded 31 double-doubles ... had 3 triple-doubles. 2015-16 SEASON: Appeared in 80 games (79 starts) and set then-career-highs in minutes (35.3), points (16.9), rebounds (7.7), assists (4.3), blocks (1.4), steals (1.2) and field-goal percentage (.506) ... recorded 1st career triple-double on 2/22 vs. LAL with 27 points, 12 rebounds and 10 assists ... recorded 5 triple-doubles in a 20-game span (including 4 in an 11-game span) from 2/22-4/1 ... tallied a career-high 34 points on a career-high 14 field goals made on 4/3 vs. CHI ... had his first career 30+ point game on 11/19 at CLE with 33 points ... hauled in a career-high 16 rebounds on 1/15 vs. ATL and on 2/29 vs. HOU ... dished out a career-high 14 assists with 28 points and 11 rebounds on 3/13 at BKN ... made a career-high 4 3-pointers on 4/8 at BOS ... had 21 double-doubles ... had 24 20+ point games ... recorded double-figure scoring in 68 of his 80 games ... had 10+ rebounds in 21 games ... tallied 10+ assists in 8 games. 2014-15 SEASON: Named the NBA’s Eastern Conference Player of the Week for games played 2/2-8 after averaging 19.5 points (.633 FG%), 11.0 rebounds, 3.3 assists and 1.8 blocks while leading the Bucks to a 3-1 record ... ranked 25th in the league for field-goal percentage with 49.1% ... had 10 double-doubles during the regular season ... scored then-career-high 29 points on 3/9 vs. NOP and tied then-career-high of 11 field goals made ... set then-career-high with 8 assists on 2/9 vs. BKN ... had back-to-back double- doubles for second time in his career on 2/6 at HOU (27 pts/15 rebs) and 2/7 vs. BOS (14 pts/11 rebs) ... on 2/6 at HOU put up a double-double with 27 points and then career-high 15 rebounds to go along with 4 assists – at 20 years, 62 days old, became the second-youngest player in last 30 seasons to put up those numbers in a game, behind only LeBron James (18 years, 334 days) ... scored 20+ points in consecutive games for the first time in his career on 2/4 vs. LAL and 2/6 at HOU ... notched career-high 5 steals on 1/22 vs. UTA ... had 2 16-point/12-rebound games in a row on 1/4 at NYK and 1/6 vs. PHX, the first time h had consecutive double-doubles in his career ... made first start of 2014-15 on 11/16 at MIA, scoring 11 points with 7 rebounds. 2013-14 SEASON: Averaged 6.8 points, 4.4 rebounds, 1.9 assists, 0.8 steals and 0.8 blocks in 77 appearances during his rookie season ... ranked among the NBA’s rookie leaders in scoring (11th), rebounding (T-4th), assists (T-10th), field-goal percentage (9th), 3-point percentage (4th), free-throw percentage (9th), steals (6th), blocks (4th) and minutes (5th) ... scored in double figures 23 times and grabbed 10+ rebounds twice, with both efforts resulting in double-doubles ... led the Bucks in blocked shots on 22 occasions, 2nd on the team behind John Henson’s 40 such games ... finished the season with 61 total blocks, which led all NBA rookies and was the 7th-most by a Bucks rookie in franchise history ... posted the 1st double-digit scoring game of his career with 11 points on 11/12 at MIA ... made the 1st of his 23 starts on 12/18 vs. NYK and finished with 10 points and 7 rebounds ... recorded his first NBA double-double on 12/27 at BKN with a season-high 16 points and 10 rebounds ... recorded his 2nd double-double on 1/11 at OKC with 13 points and season- high-tying 11 rebounds ... selected to participate in the BBVA Compass Rising Stars Challenge at NBA All-Star Weekend in New Orleans, where he tallied 9 points, 2 rebounds and 2 assists in 17 minutes. PLAYOFF HISTORY (34 games, 34 starts) ... 2019: Averaged 25.5 points, 12.3 rebounds, 4.9 assists, 2.0 blocks and 1.1 steals in 15 games as the Bucks advanced to the Eastern Conference Finals ... hauled in a playoff-career-high 23 rebounds in Game 3 at TOR ... scored 30 points and had 17 rebounds in Game 2 vs. TOR ... had 39 points (15-22 FG, 2-5 3FG, 7-10 FT), 16 rebounds and 4 assists in Game 4 at BOS ... scored 32 points (8-13 FG) with 13 rebounds and 8 assists in Game 3 at BOS ... had 29 points with 9 rebounds in Game 2 vs. BOS ... scored a playoff-career-high 41 points (12-23 FG, 15-20 FT) with 9 boards, 4 blocks and 3 assists in Game 4 at DET ... scored in double figures 15 times ... had 13 20- point games ... scored 30+ points 4 times ... had 1 40-point game ... hauled in 10+ rebounds 11 times ... had 1 20-rebound game ... recorded 11 double-doubles ... 2018: Averaged 25.7 points, 9.6 rebounds, 6.3 assists and 1.4 steals in 7 games against Boston ... had 3 30-point games, including a then playoff-career-high 35 points at BOS on 4/15 ... also had 13 rebounds and 7 assists on 4/15 ... scored in double figures each game ... had 20+ points in 5 games ... scored 30+ points twice ... logged 3 double-doubles ... 2017: Averaged 24.8 points, 9.5 rebounds, 4.0 assists, 2.2 steals and 1.7 blocks in 6 games against Toronto ... scored 20+ points in 4 games, including 30+ points in 2 games ... scored a then-playoff- career-high 34 points vs. TOR on 4/27 ... scored 30 points at TOR on 4/24 ... scored 24 points with 15 rebounds and 7 assists at TOR on 4/18 ... scored 28 points on 13-for-18 shooting with 8 rebounds at TOR on 4/15 ... 2015: Averaged 11.5 points, 7.0 rebounds, 2.7 assists and 1.5 blocks in first postseason experience against Chicago ... blocked playoff career-high-tying 4 shots on 4/27 at CHI ... scored 12 points in 33 minutes in playoffs debut on 4/18 at CHI.
PERSONAL LIFE
2019 FIBA World Cup: Averaged 14.8 points, 8.8 rebounds and 2.4 assists in 5 games, leading Greece to the Second Round ... shot 52.5% from the field ... 2016 Olympic Qualifying: In 3 Olympic Qualifying games for Greece he averaged 15.3 points, 5.7 rebounds, 2.0 assists and a tournament-high 2.0 blocks per game ... 2014 FIBA World Cup: Averaged 6.3 points, 4.3 rebounds and 0.3 assists in 16.0 minutes for his native Greece ... posted highs of 15 points against Puerto Rico, and 6 rebounds against the Philippines and Argentina ... 2013 U20 European Championships: Played in 10 games for Greece’s U20 National Team and averaged 8.0 points, 7.6 rebounds and 2.2 assists ... ranked second for the tournament in defensive rebounds (7.0) and 7th in blocked shots (1.4) ... Greece finished the tournament in fifth place with an 8-2 record ... 2012-13: Played in 26 games for Filathlitikos AO (A2, second division) and averaged 9.5 points, 5.0 rebounds and 1.4 assists ... shot 62.1% from 2-point field goal range ... selected to play in the Greek League All-Star Game and scored 8 points ... grabbed a season-high 10 rebounds vs. GS Laviro on 2/23 ... posted a career-high 23 points vs. Irakleuo Crete on 3/2 ... had 13 points, 7 rebounds and a season-high 4 blocks vs. Ermis Lagkada on 4/13."
3,4,Jayson Tatum,BOS,35,36.9,30.9,10.1,21.4,47.3,3.2,9.2,35.0,7.4,8.7,85.5,1.1,7.0,8.1,4.1,1.2,0.9,2.7,29.8,"PROFESSIONAL CAREER
2019-20: Appeared in 66 games, averaging 23.4 points, 7.0 rebounds, 3.0 assists and 1.41 steals in 34.3 minutes per game…Shot 45.0 percent from the field, 50.3 percent from three and 81.2 percent from the free-throw line…Recorded 21 points and 10 boards in the season opener against Philadelphia on Oct. 23…Hit his first career game-winning shot against New York on Nov. 1…Recorded a career-high of 41 points including six 3-pointers against New Orleans on Jan. 11…Selected as a reserve for the 2020 NBA All-Star game in Chicago…Named Eastern Conference Player of the Week for the first time on Feb. 10…Recorded 39 points and nine rebounds against LA Clippers on Feb. 13…Tied his career-high with 41 points against the Lakers on Feb. 23…Sunk a new career-high of eight threes en route to a 36-point night against Portland on Feb. 25…Named the NBA’s Eastern Conference Player of the Month for February…Handed out a career-high eight assists against Portland on Aug. 2…Became the youngest player in franchise history to earn All-NBA honors as he was named to the All-NBA Third Team. 2018-19: Appeared in 79 games averaging 15.7 points, 6.1 rebounds, 2.1 assists, 1.06 steals and 0.72 blocks in 31.1 minutes per game...Shot 45.0 percent from the field, 37.3 percent from three and 85.5 percent from the free throw line...Recorded his first double-double of the season with 24 points and a career-high 14 rebounds against New York on Oct. 20…Tied his career-high with five steals at Utah on Nov. 9…Tied his career-high with 27 points at Portland on Nov. 11 where he also connected on a career-high five three-pointers…Recorded a double-double with 12 points and 12 boards against Washington on Dec. 12…Swatted a season-high four shots against Phoenix on Dec. 19…Recorded 23 points and 10 boards against Philadelphia on Dec. 25…Set a new career-high with 34 points against Brooklyn on Jan. 14…Recorded a double-double against Toronto on Jan. 16 with 16 points and 10 rebounds…Set new career-highs in free throws made (12) and attempted (12) on his way to 25 points against Cleveland on Feb. 5…Recorded 22 points and 10 rebounds to go along with a season-high five assists against the LA Lakers on Feb. 7…Recorded 20 points and 10 rebounds against Philadelphia on Feb. 12…Tied his career-high with five steals against Washington on Mar. 1…Tied his career-high with six assists against Denver on Mar. 18…Recorded 67 games of 10 or more points, 21 games of 20 or more points and one game of 30 or more points…Recorded nine games of 10 or more rebounds and seven double-doubles…Led the team in points 11 times, in rebounds 13 times, in assists twice, in steals 13 times, in blocks 17 times and in minutes 21 times…Missed three games due to injury…Missed one game due to right shoulder soreness (Mar. 11); Missed one game due to a right low back contusion (Mar. 24); Missed one game due to a left shin contusion…PLAYOFFS: Averaged 15.2 points, 6.7 rebounds, 1.9 assists and 1.11 steals in 32.8 minutes per game…Shot 43.8 percent from the field, 32.3 percent from three and 74.4 percent from the free throw line. 2017-18: Appeared in 80 games (all starts) and averaged 13.9 points, 5.0 rebounds, 1.6 assists, 1.04 steals and 0.73 blocks in 30.5 minutes per game…Shot 47.5 percent from the floor, 43.4 percent from three and 82.6 percent from the free throw line…Finished eighth in the NBA in Made his NBA debut against Cleveland on Oct. 17 and recorded 14 points, 10 rebounds and three assists in 37 minutes…Joined Larry Bird and Dave Cowens as the only players in franchise history to record a double- double in their first career game…Netted a season-high 22 points against New York on Oct. 24…Pulled down a season-high 11 rebounds against San Antonio on Oct. 30…Recorded his second double-double with 17 points and 10 boards against Dallas on Dec. 6…Named the Eastern Conference Rookie of the Month for the month of December when he averaged 14.6 points, 5.9 rebounds and 1.2 assists over 17 games…Recorded three steals and a season-high six blocks against Brooklyn on Jan. 6…Scored 27 points against Atlanta on Feb. 2… Handed out a season-high six assists against Washington on Mar. 14…Recorded 23 points, 11 boards and four assists against Oklahoma City on Mar. 20…Named to the Rising Stars game at All-Star Weekend in LA and recorded 15 points, four rebounds, two assists and two steals…Became just the ninth rookie in Celtics franchise history to score 1,000 points in their rookie season (1,112) and ranks eighth all-time in franchse history for most points by a rookie in their first season…Became just the second player in NBA history to record three steals and six blocks in a game by the age of 20 when he had three steals and six blocks against Brooklyn on Jan. 6 joining Kevin Garnett as the only other player on record to record these marks in a game prior to their 20th birthday…Fifth rookie in NBA history and first since Stephen Curry to finish their rookie season with 1,000 or more points and a three-point field goal percentage of 40.0 percent…Set Celtics rookie records for three-point field goals (105) and three-point field goal percentage (43.4)…PLAYOFFS: Appeared in 19 games (19 starts) averaging a team-high 18.5 points, 4.4 rebounds, 2.7 assists and 1.21 steals in 35.9 minutes per game…Shot 47.1 percent from the field, 32.4 percent from three and 84.5 percent from the free throw line.
BEFORE NBA
2016-17 (Freshman): Averaged 16.8 points and 7.3 rebounds to rank second in each category on both the team and among ACC freshmen. ... Shot 45.2 percent from the field and 84.9 percent from the free throw line. One of five finalists for the Julius Erving Small Forward of the Year Award…Earned USBWA All-District III honors…A third-team All-ACC selection and a member of the ACC All-Freshman Team…Named ACC Rookie of the Week three times (12/12, 2/13, 2/20) and Wayman Tisdale National Freshman of the Week once (12/13)…Named to the All-ACC Tournament first team after leading the team with averages of 22.0 points, 7.5 rebounds and 1.5 steals as Duke became the first team to win four games in as many days to claim the championship…Played in 29 games, starting 27 times, and averaging 16.8 points, 7.3 rebounds, 2.1 assists, 1.3 steals and 1.1 blocks in 33.3 minutes per game…Missed the first eight games of the season with a foot injury…For the season, ranked fifth in the ACC in free throw percentage (.849), seventh in defensive rebounds (6.0), 10th in total rebounds (7.3) and 12th in scoring (16.8)…Averaged 16.5 points and 7.5 rebounds in two NCAA Tournament games…Led Duke in rebounds 11 times, scoring eight times and assists six times on the year…Scored in double figures 26 times, including seven games with at least 20 points, and recorded three double-doubles…Threw down a team-high 18 dunks on the season…Finished the season ranked fourth on Duke’s freshman charts in free throws made (118), fifth in rebound average (7.3) and free throw percentage (.849), sixth in scoring average (16.8) and 10th in minutes (33.3)…Made his Duke debut in the home win over Maine (12/3), finishing with 10 points and eight rebounds…Lit up No. 21 Florida for 22 points on 7-of-12 shooting and eight rebounds in the Jimmy V Classic win at Madison Square Garden (12/6)…Scored 22 points on just nine field goal attempts and added four steals in a home win over Boston College (1/7)…Dropped a season-high 28 points to go along with eight boards in the victory at No. 15 Virginia (2/15); tied Duke’s single-game freshman record with six three-pointers on the night…Recorded his second double-double with 19 points and 13 rebounds at Syracuse (2/22)…Scored 25 points on 9-of-15 shooting to help Duke down No. 10 Louisville in the ACC Tournament quarters (3/9)…Registered his third double-double with 18 points, 12 boards, four blocks and four steals in the win over Troy in the first round of the NCAA Tournament (3/17)."
4,5,Shai Gilgeous-Alexander,OKC,33,35.7,30.8,10.3,20.6,49.9,1.0,2.9,35.4,9.2,10.1,91.3,0.9,4.0,4.8,5.8,1.7,1.0,3.3,29.6,"PROFESSIONAL CAREER
Led all rookies on +.500 teams in scoring and minutes per game. He ended the season by scoring 20 or more points in four of the last seven games while also scoring in double figures in 17 of the final 20 games of the 2018-19 season. Led the NBA in three-point shooting in March (59.4). No rookie in NBA history has matched his season stat line in points, rebounds, assists, field goal percentage, three-point percentage and free throw percentage. Appeared in the 2019 MTN DEW ICE Rising Stars Challenge during the 2019 All-Star weekend. On 1/8 vs. Charlotte, became the only rookie guard to log at least four blocks and two steals in under 22 minutes of playing time since at least 1974-75. On 11/12 vs. Golden State, became the only rookie in Clippers history to log at least 18 points, 70 percent shooting, five rebounds, three assists, two steals and one block. Made his first career start on 11/5 vs. Minnesota. On 10/17 vs. Denver, became the 20th player in Clippers history to reach double-digit scoring in his NBA debut.
BEFORE NBA
In his lone season at Kentucky, appeared in 37 games (24 starts) and recorded averages of 14.4 points, 4.1 rebounds, 5.1 assists and 1.65 steals in 33.7 minutes per contest, shooting 48.5 percent from the field, 40.4 percent from beyond the arc and 81.7 percent from the free throw line. Led the team in assists (189), steals (61) and three-point field goal percentage. One of only three freshman in Kentucky history to record 61 or more steals. Ranked second on the team in points (532). Earned 2018 SEC Tournament MVP. Named to All-SEC Freshman Team and the All-SEC Second Team. Was named SEC Freshman of the Week (1/15).
PERSONAL LIFE
His mother represented Canada during the 1992 Summer Olympics in track. Has one younger brother, Thomasi. Moved from Toronto to Chattanooga, Tenn. in high school. In 2016, was a member of the Canadian U18 National Team. His first job was to referee elementary school basketball as a teenager. Lists “Like Mike” as his favorite movie and “Game of Thrones” as his favorite TV show. His favorite meal is his mother’s homemade lasagna. Does not listen to music pregame. Has a strong interest in fashion and design. Enjoys drawing both cartoons and fashion designs. His favorite non-NBA team is Paris Saint-Germain F.C. Considers Hall of Famer Steve Nash to be a mentor. His favorite community service event was his backpack giveaway in his hometown. Qualifying for the playoffs for the first time his rookie season was the best moment of his career."
